##QueryTarget=ABCG2
##QueryTargetLocation=4:89011416-89080011(-)
#Chromosome Position TotalSamplesCovered AvgSampleReadDepth TotalEAsamplesCovered AvgEAsampleReadDepth  TotalAAsamplesCovered AvgAAsampleReadDepth
4 89016670 5379 148.0 3510 140.0 1869 161.0
4 89016671 5379 147.0 3510 140.0 1869 161.0
4 89016672 5379 149.0 3510 141.0 1869 162.0
4 89016673 5379 150.0 3510 143.0 1869 164.0
4 89016674 5379 151.0 3510 143.0 1869 165.0
4 89016675 5379 152.0 3510 144.0 1869 166.0
4 89016676 5379 153.0 3510 145.0 1869 168.0
4 89016677 5379 155.0 3510 147.0 1869 170.0
4 89016678 5379 156.0 3510 148.0 1869 171.0
4 89016679 5379 157.0 3510 149.0 1869 173.0
4 89016680 5379 157.0 3510 148.0 1869 172.0
4 89016681 5379 157.0 3510 148.0 1869 172.0
4 89016682 5379 157.0 3510 148.0 1869 172.0
4 89016683 5379 157.0 3510 148.0 1869 173.0
4 89016684 5379 156.0 3510 147.0 1869 172.0
4 89016685 5379 155.0 3510 147.0 1869 171.0
4 89016686 5379 156.0 3510 147.0 1869 172.0
4 89016687 5379 156.0 3510 147.0 1869 172.0
4 89016688 5379 157.0 3510 148.0 1869 174.0
4 89016689 5379 157.0 3510 148.0 1869 174.0
4 89016690 5379 158.0 3510 149.0 1869 175.0
4 89016691 5379 158.0 3510 149.0 1869 175.0
4 89016692 5379 158.0 3510 149.0 1869 175.0
4 89016693 5379 157.0 3510 148.0 1869 174.0
4 89016694 5379 156.0 3510 147.0 1869 173.0
4 89016695 5379 155.0 3510 146.0 1869 172.0
4 89016696 5379 155.0 3510 146.0 1869 172.0
4 89016697 5379 154.0 3510 145.0 1869 171.0
4 89016698 5379 154.0 3510 145.0 1869 171.0
4 89016699 5379 154.0 3510 145.0 1869 171.0
4 89016700 5379 152.0 3510 144.0 1869 169.0
4 89016701 5379 154.0 3510 144.0 1869 171.0
4 89016702 5379 154.0 3510 144.0 1869 171.0
4 89016703 5379 153.0 3510 144.0 1869 170.0
4 89016704 5379 161.0 3510 151.0 1869 179.0
4 89016705 5379 161.0 3510 152.0 1869 180.0
4 89016706 5379 162.0 3510 152.0 1869 180.0
4 89016707 5379 161.0 3510 152.0 1869 180.0
4 89016708 5379 161.0 3510 151.0 1869 179.0
4 89016709 5379 160.0 3510 150.0 1869 178.0
4 89016710 5379 159.0 3510 150.0 1869 178.0
4 89016711 5379 159.0 3510 149.0 1869 177.0
4 89016712 5379 157.0 3510 147.0 1869 175.0
4 89016713 5379 156.0 3510 147.0 1869 174.0
4 89016714 5379 156.0 3510 147.0 1869 173.0
4 89016715 5379 154.0 3510 145.0 1869 171.0
4 89016716 5379 155.0 3510 146.0 1869 172.0
4 89016717 5379 155.0 3510 146.0 1869 172.0
4 89016718 5379 154.0 3510 145.0 1869 171.0
4 89016719 5379 152.0 3510 143.0 1869 168.0
4 89016720 5379 150.0 3510 142.0 1869 167.0
4 89016721 5379 151.0 3510 143.0 1869 168.0
4 89016722 5379 151.0 3510 142.0 1869 168.0
4 89016723 5379 150.0 3510 141.0 1869 166.0
4 89016724 5379 149.0 3510 140.0 1869 165.0
4 89016725 5379 148.0 3510 140.0 1869 164.0
4 89016726 5379 147.0 3510 139.0 1869 163.0
4 89016727 5379 147.0 3510 139.0 1869 163.0
4 89016728 5379 147.0 3510 138.0 1869 162.0
4 89016729 5379 146.0 3510 138.0 1869 161.0
4 89016730 5379 145.0 3510 137.0 1869 160.0
4 89016731 5379 144.0 3510 136.0 1869 158.0
4 89016732 5379 142.0 3510 135.0 1869 157.0
4 89016733 5379 141.0 3510 133.0 1869 155.0
4 89016734 5379 140.0 3510 133.0 1869 154.0
4 89016735 5379 138.0 3510 131.0 1869 152.0
4 89016736 5379 137.0 3510 130.0 1869 150.0
4 89016737 5379 137.0 3510 130.0 1869 150.0
4 89016738 5379 134.0 3510 127.0 1869 147.0
4 89016739 5379 133.0 3510 126.0 1869 146.0
4 89016740 5379 132.0 3510 125.0 1869 144.0
4 89016741 5379 130.0 3510 124.0 1869 142.0
4 89016742 5379 129.0 3510 123.0 1869 141.0
4 89016743 5379 130.0 3510 124.0 1869 141.0
4 89016744 5379 128.0 3510 122.0 1869 139.0
4 89016745 5379 126.0 3510 120.0 1869 137.0
4 89016746 5379 124.0 3510 119.0 1869 135.0
4 89016747 5379 124.0 3510 119.0 1869 135.0
4 89016748 5379 122.0 3510 117.0 1869 131.0
4 89016749 5379 119.0 3510 114.0 1869 128.0
4 89016750 5379 117.0 3510 113.0 1869 126.0
4 89016751 5379 116.0 3510 112.0 1869 125.0
4 89016752 5379 114.0 3510 110.0 1869 122.0
4 89016753 5379 111.0 3510 107.0 1869 118.0
4 89016754 5379 108.0 3510 104.0 1869 114.0
4 89016755 5379 106.0 3510 103.0 1869 112.0
4 89016756 5379 105.0 3510 102.0 1869 111.0
4 89016757 5379 103.0 3510 100.0 1869 109.0
4 89016758 5379 102.0 3510 99.0 1869 107.0
4 89016759 5379 101.0 3510 98.0 1869 106.0
4 89016760 5379 100.0 3510 98.0 1869 105.0
4 89016761 5379 100.0 3510 97.0 1869 105.0
4 89016762 5379 97.0 3510 94.0 1869 101.0
4 89016763 5379 94.0 3510 92.0 1869 99.0
4 89016764 5379 92.0 3510 90.0 1869 96.0
4 89016765 5379 91.0 3510 89.0 1869 95.0
4 89016766 5379 88.0 3510 86.0 1869 92.0
4 89016767 5379 88.0 3510 86.0 1869 91.0
4 89016768 5379 87.0 3510 85.0 1869 90.0
4 89016769 5379 86.0 3510 85.0 1869 89.0
4 89016770 5379 86.0 3510 84.0 1869 89.0
4 89016771 5379 85.0 3510 84.0 1869 88.0
4 89016772 5379 84.0 3510 82.0 1869 86.0
4 89016773 5379 82.0 3510 80.0 1869 84.0
4 89016774 5379 81.0 3510 80.0 1869 83.0
4 89016775 5379 80.0 3510 79.0 1869 82.0
4 89016776 5379 78.0 3510 77.0 1869 80.0
4 89016777 5379 75.0 3510 74.0 1869 77.0
4 89016778 5379 74.0 3510 73.0 1869 76.0
4 89016779 5379 72.0 3510 71.0 1869 74.0
4 89016780 5379 70.0 3510 69.0 1869 72.0
4 89016781 5379 69.0 3510 69.0 1869 71.0
4 89016782 5379 68.0 3510 68.0 1869 69.0
4 89016783 5379 67.0 3510 67.0 1869 69.0
4 89016784 5379 67.0 3510 66.0 1869 68.0
4 89016785 5379 66.0 3510 66.0 1869 67.0
4 89016786 5379 64.0 3510 64.0 1869 65.0
4 89016787 5379 63.0 3510 62.0 1869 64.0
4 89016788 5379 61.0 3510 61.0 1869 62.0
4 89016789 5379 61.0 3510 60.0 1869 61.0
4 89016790 5379 59.0 3510 59.0 1869 60.0
4 89016791 5379 58.0 3510 58.0 1869 59.0
4 89016792 5379 57.0 3510 56.0 1869 57.0
4 89016793 5379 54.0 3510 54.0 1869 55.0
4 89016794 5379 53.0 3510 53.0 1869 53.0
4 89016795 5379 52.0 3510 52.0 1869 52.0
4 89016796 5379 52.0 3510 52.0 1869 52.0
4 89016797 5379 49.0 3510 49.0 1869 49.0
4 89016798 5379 48.0 3510 48.0 1869 48.0
4 89016799 5379 48.0 3510 48.0 1869 47.0
4 89016800 5379 48.0 3510 48.0 1869 47.0
4 89016801 5379 46.0 3510 46.0 1869 45.0
4 89016802 5379 45.0 3510 46.0 1869 44.0
4 89016803 5379 45.0 3510 45.0 1869 44.0
4 89016804 5379 44.0 3510 44.0 1869 43.0
4 89016805 5379 42.0 3510 42.0 1869 41.0
4 89016806 5379 41.0 3510 42.0 1869 40.0
4 89016807 5379 41.0 3510 41.0 1869 40.0
4 89016808 5379 41.0 3510 41.0 1869 40.0
4 89016809 5379 39.0 3510 40.0 1869 38.0
4 89016810 5379 38.0 3510 39.0 1869 37.0
4 89016811 5379 37.0 3510 38.0 1869 36.0
4 89016812 5379 37.0 3510 37.0 1869 36.0
4 89016813 3086 46.0 2053 46.0 1033 45.0
4 89016814 1617 49.0 1266 49.0 351 50.0
4 89016815 1617 49.0 1266 49.0 351 50.0
4 89016816 1617 48.0 1266 48.0 351 48.0
4 89016817 1617 46.0 1266 46.0 351 46.0
4 89016818 1617 44.0 1266 44.0 351 44.0
4 89018553 2293 41.0 1457 40.0 836 43.0
4 89018554 5379 57.0 3510 58.0 1869 57.0
4 89018555 5379 59.0 3510 59.0 1869 58.0
4 89018556 5379 60.0 3510 60.0 1869 59.0
4 89018557 5379 62.0 3510 62.0 1869 62.0
4 89018558 5379 64.0 3510 64.0 1869 64.0
4 89018559 5379 65.0 3510 65.0 1869 65.0
4 89018560 5379 66.0 3510 66.0 1869 67.0
4 89018561 5379 67.0 3510 67.0 1869 68.0
4 89018562 5379 68.0 3510 68.0 1869 68.0
4 89018563 5379 69.0 3510 69.0 1869 70.0
4 89018564 5379 70.0 3510 70.0 1869 71.0
4 89018565 5379 72.0 3510 72.0 1869 72.0
4 89018566 5379 74.0 3510 74.0 1869 74.0
4 89018567 5379 75.0 3510 75.0 1869 76.0
4 89018568 5379 76.0 3510 76.0 1869 77.0
4 89018569 5379 77.0 3510 77.0 1869 78.0
4 89018570 5379 79.0 3510 78.0 1869 80.0
4 89018571 5379 81.0 3510 80.0 1869 82.0
4 89018572 5379 82.0 3510 81.0 1869 83.0
4 89018573 5379 83.0 3510 82.0 1869 84.0
4 89018574 5379 84.0 3510 83.0 1869 86.0
4 89018575 5379 85.0 3510 84.0 1869 87.0
4 89018576 5379 86.0 3510 85.0 1869 88.0
4 89018577 5379 88.0 3510 87.0 1869 90.0
4 89018578 5379 91.0 3510 89.0 1869 93.0
4 89018579 5379 91.0 3510 90.0 1869 94.0
4 89018580 5379 93.0 3510 92.0 1869 97.0
4 89018581 5379 97.0 3510 95.0 1869 100.0
4 89018582 5379 99.0 3510 97.0 1869 103.0
4 89018583 5379 100.0 3510 98.0 1869 104.0
4 89018584 5379 102.0 3510 100.0 1869 106.0
4 89018585 5379 102.0 3510 100.0 1869 107.0
4 89018586 5379 105.0 3510 102.0 1869 109.0
4 89018587 5379 105.0 3510 103.0 1869 110.0
4 89018588 5379 108.0 3510 105.0 1869 112.0
4 89018589 5379 108.0 3510 105.0 1869 113.0
4 89018590 5379 110.0 3510 108.0 1869 116.0
4 89018591 5379 111.0 3510 108.0 1869 116.0
4 89018592 5379 113.0 3510 110.0 1869 118.0
4 89018593 5379 114.0 3510 111.0 1869 120.0
4 89018594 5379 115.0 3510 112.0 1869 121.0
4 89018595 5379 115.0 3510 112.0 1869 121.0
4 89018596 5379 115.0 3510 112.0 1869 121.0
4 89018597 5379 117.0 3510 114.0 1869 123.0
4 89018598 5379 118.0 3510 115.0 1869 125.0
4 89018599 5379 120.0 3510 116.0 1869 126.0
4 89018600 5379 121.0 3510 117.0 1869 127.0
4 89018601 5379 121.0 3510 118.0 1869 128.0
4 89018602 5379 122.0 3510 118.0 1869 129.0
4 89018603 5379 123.0 3510 120.0 1869 130.0
4 89018604 5379 124.0 3510 120.0 1869 130.0
4 89018605 5379 125.0 3510 121.0 1869 132.0
4 89018606 5379 126.0 3510 122.0 1869 133.0
4 89018607 5379 126.0 3510 122.0 1869 133.0
4 89018608 5379 126.0 3510 122.0 1869 133.0
4 89018609 5379 127.0 3510 123.0 1869 134.0
4 89018610 5379 128.0 3510 124.0 1869 135.0
4 89018611 5379 129.0 3510 126.0 1869 137.0
4 89018612 5379 130.0 3510 126.0 1869 137.0
4 89018613 5379 131.0 3510 127.0 1869 138.0
4 89018614 5379 131.0 3510 127.0 1869 139.0
4 89018615 5379 132.0 3510 128.0 1869 139.0
4 89018616 5379 132.0 3510 128.0 1869 140.0
4 89018617 5379 133.0 3510 129.0 1869 141.0
4 89018618 5379 134.0 3510 130.0 1869 142.0
4 89018619 5379 134.0 3510 130.0 1869 142.0
4 89018620 5379 135.0 3510 131.0 1869 143.0
4 89018621 5379 135.0 3510 131.0 1869 143.0
4 89018622 5379 137.0 3510 133.0 1869 144.0
4 89018623 5379 137.0 3510 133.0 1869 144.0
4 89018624 5379 139.0 3510 135.0 1869 146.0
4 89018625 5379 138.0 3510 134.0 1869 146.0
4 89018626 5379 139.0 3510 135.0 1869 147.0
4 89018627 5379 140.0 3510 136.0 1869 147.0
4 89018628 5379 139.0 3510 135.0 1869 147.0
4 89018629 5379 140.0 3510 136.0 1869 148.0
4 89018630 5379 140.0 3510 136.0 1869 147.0
4 89018631 5379 140.0 3510 136.0 1869 147.0
4 89018632 5379 140.0 3510 136.0 1869 148.0
4 89018633 5379 140.0 3510 136.0 1869 148.0
4 89018634 5379 141.0 3510 137.0 1869 148.0
4 89018635 5379 141.0 3510 138.0 1869 149.0
4 89018636 5379 142.0 3510 138.0 1869 149.0
4 89018637 5379 143.0 3510 139.0 1869 150.0
4 89018638 5379 142.0 3510 138.0 1869 149.0
4 89018639 5379 142.0 3510 138.0 1869 150.0
4 89018640 5379 141.0 3510 137.0 1869 149.0
4 89018641 5379 141.0 3510 137.0 1869 148.0
4 89018642 5379 141.0 3510 137.0 1869 148.0
4 89018643 5379 140.0 3510 137.0 1869 148.0
4 89018644 5379 140.0 3510 136.0 1869 147.0
4 89018645 5379 140.0 3510 137.0 1869 147.0
4 89018646 5379 140.0 3510 137.0 1869 147.0
4 89018647 5379 139.0 3510 135.0 1869 146.0
4 89018648 5379 139.0 3510 136.0 1869 146.0
4 89018649 5379 139.0 3510 135.0 1869 146.0
4 89018650 5379 140.0 3510 136.0 1869 147.0
4 89018651 5379 140.0 3510 137.0 1869 147.0
4 89018652 5379 141.0 3510 138.0 1869 148.0
4 89018653 5379 140.0 3510 137.0 1869 147.0
4 89018654 5379 139.0 3510 135.0 1869 145.0
4 89018655 5379 140.0 3510 137.0 1869 146.0
4 89018656 5379 139.0 3510 136.0 1869 145.0
4 89018657 5379 137.0 3510 134.0 1869 143.0
4 89018658 5379 137.0 3510 134.0 1869 142.0
4 89018659 5379 135.0 3510 132.0 1869 141.0
4 89018660 5379 135.0 3510 132.0 1869 141.0
4 89018661 5379 135.0 3510 132.0 1869 140.0
4 89018662 5379 135.0 3510 131.0 1869 140.0
4 89018663 5379 135.0 3510 132.0 1869 141.0
4 89018664 5379 135.0 3510 132.0 1869 141.0
4 89018665 5379 134.0 3510 131.0 1869 140.0
4 89018666 5379 134.0 3510 131.0 1869 140.0
4 89018667 5379 135.0 3510 132.0 1869 140.0
4 89018668 5379 135.0 3510 132.0 1869 141.0
4 89018669 5379 136.0 3510 133.0 1869 141.0
4 89018670 5379 136.0 3510 133.0 1869 141.0
4 89018671 5379 136.0 3510 133.0 1869 141.0
4 89018672 5379 136.0 3510 133.0 1869 142.0
4 89018673 5379 136.0 3510 133.0 1869 142.0
4 89018674 5379 135.0 3510 132.0 1869 140.0
4 89018675 5379 135.0 3510 132.0 1869 140.0
4 89018676 5379 135.0 3510 132.0 1869 140.0
4 89018677 5379 134.0 3510 131.0 1869 139.0
4 89018678 5379 134.0 3510 132.0 1869 139.0
4 89018679 5379 134.0 3510 131.0 1869 139.0
4 89018680 5379 133.0 3510 130.0 1869 137.0
4 89018681 5379 133.0 3510 131.0 1869 137.0
4 89018682 5379 133.0 3510 130.0 1869 137.0
4 89018683 5379 133.0 3510 131.0 1869 137.0
4 89018684 5379 133.0 3510 131.0 1869 137.0
4 89018685 5379 133.0 3510 131.0 1869 137.0
4 89018686 5379 132.0 3510 130.0 1869 136.0
4 89018687 5379 132.0 3510 130.0 1869 136.0
4 89018688 5379 132.0 3510 130.0 1869 136.0
4 89018689 5379 132.0 3510 130.0 1869 136.0
4 89018690 5379 133.0 3510 131.0 1869 137.0
4 89018691 5379 133.0 3510 131.0 1869 136.0
4 89018692 5379 133.0 3510 131.0 1869 136.0
4 89018693 5379 134.0 3510 132.0 1869 136.0
4 89018694 5379 134.0 3510 133.0 1869 137.0
4 89018695 5379 133.0 3510 131.0 1869 136.0
4 89018696 5379 133.0 3510 132.0 1869 135.0
4 89018697 5379 133.0 3510 131.0 1869 135.0
4 89018698 5379 132.0 3510 131.0 1869 134.0
4 89018699 5379 132.0 3510 131.0 1869 135.0
4 89018700 5379 131.0 3510 130.0 1869 133.0
4 89018701 5379 131.0 3510 130.0 1869 133.0
4 89018702 5379 130.0 3510 130.0 1869 132.0
4 89018703 5379 130.0 3510 129.0 1869 132.0
4 89018704 5379 130.0 3510 129.0 1869 131.0
4 89018705 5379 129.0 3510 128.0 1869 131.0
4 89018706 5379 130.0 3510 129.0 1869 131.0
4 89018707 5379 129.0 3510 128.0 1869 130.0
4 89018708 5379 128.0 3510 127.0 1869 129.0
4 89018709 5379 128.0 3510 127.0 1869 128.0
4 89018710 5379 128.0 3510 127.0 1869 128.0
4 89018711 5379 127.0 3510 127.0 1869 127.0
4 89018712 5379 126.0 3510 126.0 1869 126.0
4 89018713 5379 126.0 3510 126.0 1869 126.0
4 89018714 5379 126.0 3510 126.0 1869 126.0
4 89018715 5379 126.0 3510 126.0 1869 126.0
4 89018716 5379 126.0 3510 126.0 1869 125.0
4 89018717 5379 126.0 3510 126.0 1869 125.0
4 89018718 5379 126.0 3510 126.0 1869 125.0
4 89018719 5379 125.0 3510 125.0 1869 124.0
4 89018720 5379 124.0 3510 124.0 1869 123.0
4 89018721 5379 123.0 3510 124.0 1869 123.0
4 89018722 5379 123.0 3510 123.0 1869 122.0
4 89018723 5379 121.0 3510 122.0 1869 120.0
4 89018724 5379 121.0 3510 121.0 1869 120.0
4 89018725 5379 119.0 3510 120.0 1869 119.0
4 89018726 5379 117.0 3510 118.0 1869 117.0
4 89018727 5379 117.0 3510 117.0 1869 116.0
4 89018728 5379 115.0 3510 115.0 1869 114.0
4 89018729 5379 113.0 3510 114.0 1869 112.0
4 89018730 5379 112.0 3510 113.0 1869 111.0
4 89018731 5379 110.0 3510 110.0 1869 109.0
4 89018732 5379 109.0 3510 109.0 1869 108.0
4 89018733 5379 108.0 3510 109.0 1869 107.0
4 89018734 5379 107.0 3510 108.0 1869 106.0
4 89018735 5379 107.0 3510 108.0 1869 106.0
4 89018736 5379 107.0 3510 108.0 1869 106.0
4 89018737 5379 106.0 3510 107.0 1869 105.0
4 89018738 5379 105.0 3510 106.0 1869 103.0
4 89018739 5379 104.0 3510 105.0 1869 102.0
4 89018740 5379 103.0 3510 104.0 1869 101.0
4 89018741 5379 103.0 3510 103.0 1869 101.0
4 89018742 5379 100.0 3510 101.0 1869 99.0
4 89018743 5379 98.0 3510 98.0 1869 96.0
4 89018744 5379 95.0 3510 96.0 1869 94.0
4 89018745 5379 95.0 3510 96.0 1869 94.0
4 89018746 5379 93.0 3510 94.0 1869 92.0
4 89018747 5379 93.0 3510 93.0 1869 91.0
4 89018748 5379 90.0 3510 91.0 1869 89.0
4 89018749 5379 90.0 3510 90.0 1869 88.0
4 89018750 5379 88.0 3510 88.0 1869 86.0
4 89018751 5379 87.0 3510 88.0 1869 85.0
4 89018752 5379 86.0 3510 87.0 1869 85.0
4 89018753 5379 86.0 3510 87.0 1869 84.0
4 89018754 5379 85.0 3510 86.0 1869 83.0
4 89018755 5379 83.0 3510 84.0 1869 82.0
4 89018756 5379 82.0 3510 83.0 1869 80.0
4 89018757 5379 82.0 3510 83.0 1869 80.0
4 89018758 5379 81.0 3510 82.0 1869 80.0
4 89018759 5379 79.0 3510 80.0 1869 78.0
4 89018760 5379 77.0 3510 78.0 1869 76.0
4 89018761 5379 76.0 3510 77.0 1869 75.0
4 89018762 5379 75.0 3510 76.0 1869 73.0
4 89018763 5379 73.0 3510 74.0 1869 71.0
4 89018764 5379 72.0 3510 73.0 1869 70.0
4 89018765 5379 71.0 3510 72.0 1869 70.0
4 89018766 5379 70.0 3510 70.0 1869 68.0
4 89018767 5379 67.0 3510 68.0 1869 66.0
4 89018768 5379 66.0 3510 67.0 1869 65.0
4 89018769 5379 65.0 3510 66.0 1869 64.0
4 89018770 5379 65.0 3510 66.0 1869 63.0
4 89018771 5379 65.0 3510 65.0 1869 63.0
4 89018772 5379 64.0 3510 64.0 1869 62.0
4 89018773 5379 63.0 3510 64.0 1869 61.0
4 89018774 5379 62.0 3510 63.0 1869 61.0
4 89018775 5379 62.0 3510 63.0 1869 60.0
4 89018776 5379 61.0 3510 62.0 1869 59.0
4 89018777 5379 60.0 3510 61.0 1869 59.0
4 89018778 5379 59.0 3510 60.0 1869 58.0
4 89018779 5379 59.0 3510 60.0 1869 57.0
4 89018780 5379 58.0 3510 59.0 1869 56.0
4 89018781 5379 57.0 3510 58.0 1869 55.0
4 89018782 5379 56.0 3510 57.0 1869 54.0
4 89018783 5379 55.0 3510 56.0 1869 53.0
4 89018784 5379 54.0 3510 55.0 1869 52.0
4 89018785 5379 53.0 3510 54.0 1869 51.0
4 89018786 5379 52.0 3510 52.0 1869 50.0
4 89018787 5379 51.0 3510 52.0 1869 49.0
4 89018788 5379 50.0 3510 51.0 1869 49.0
4 89018789 5379 49.0 3510 50.0 1869 47.0
4 89018790 5379 47.0 3510 48.0 1869 46.0
4 89018791 5379 46.0 3510 47.0 1869 45.0
4 89018792 5379 46.0 3510 46.0 1869 44.0
4 89018793 5379 45.0 3510 46.0 1869 44.0
4 89018794 5379 44.0 3510 45.0 1869 43.0
4 89018795 5379 42.0 3510 43.0 1869 41.0
4 89018796 5379 42.0 3510 43.0 1869 41.0
4 89018797 5379 41.0 3510 42.0 1869 40.0
4 89018798 5379 41.0 3510 41.0 1869 39.0
4 89018799 5379 39.0 3510 40.0 1869 38.0
4 89018800 5379 39.0 3510 39.0 1869 37.0
4 89018801 5379 38.0 3510 39.0 1869 37.0
4 89018802 5379 37.0 3510 38.0 1869 36.0
4 89018803 5379 36.0 3510 37.0 1869 35.0
4 89018804 5379 35.0 3510 36.0 1869 34.0
4 89018805 5379 35.0 3510 35.0 1869 33.0
4 89018806 5379 34.0 3510 34.0 1869 32.0
4 89018807 5379 31.0 3510 32.0 1869 30.0
4 89018808 5379 31.0 3510 31.0 1869 30.0
4 89018809 5379 30.0 3510 31.0 1869 29.0
4 89018810 5379 30.0 3510 31.0 1869 29.0
4 89018811 3086 27.0 2053 28.0 1033 23.0
4 89020424 2293 141.0 1457 139.0 836 145.0
4 89020425 5377 86.0 3508 84.0 1869 91.0
4 89020426 5377 87.0 3508 85.0 1869 92.0
4 89020427 5377 88.0 3508 85.0 1869 93.0
4 89020428 5377 90.0 3508 87.0 1869 94.0
4 89020429 5377 90.0 3508 88.0 1869 95.0
4 89020430 5378 92.0 3509 89.0 1869 96.0
4 89020431 5378 92.0 3509 90.0 1869 97.0
4 89020432 5378 94.0 3509 91.0 1869 98.0
4 89020433 5378 94.0 3509 92.0 1869 99.0
4 89020434 5378 96.0 3509 93.0 1869 100.0
4 89020435 5378 97.0 3509 95.0 1869 101.0
4 89020436 5378 98.0 3509 96.0 1869 102.0
4 89020437 5378 99.0 3509 97.0 1869 103.0
4 89020438 5378 100.0 3509 98.0 1869 104.0
4 89020439 5378 100.0 3509 98.0 1869 104.0
4 89020440 5378 102.0 3509 101.0 1869 106.0
4 89020441 5378 103.0 3509 101.0 1869 107.0
4 89020442 5378 105.0 3509 103.0 1869 108.0
4 89020443 5378 106.0 3509 105.0 1869 109.0
4 89020444 5378 107.0 3509 106.0 1869 110.0
4 89020445 5378 108.0 3509 107.0 1869 111.0
4 89020446 5378 109.0 3509 108.0 1869 112.0
4 89020447 5378 110.0 3509 108.0 1869 113.0
4 89020448 5378 111.0 3509 110.0 1869 113.0
4 89020449 5378 111.0 3509 109.0 1869 113.0
4 89020450 5378 111.0 3509 110.0 1869 114.0
4 89020451 5378 111.0 3509 110.0 1869 114.0
4 89020452 5378 112.0 3509 110.0 1869 114.0
4 89020453 5378 112.0 3509 111.0 1869 115.0
4 89020454 5378 112.0 3509 111.0 1869 115.0
4 89020455 5378 113.0 3509 111.0 1869 115.0
4 89020456 5378 113.0 3509 111.0 1869 115.0
4 89020457 5378 112.0 3509 111.0 1869 115.0
4 89020458 5378 113.0 3509 112.0 1869 115.0
4 89020459 5378 113.0 3509 111.0 1869 115.0
4 89020460 5378 113.0 3509 112.0 1869 115.0
4 89020461 5378 113.0 3509 112.0 1869 115.0
4 89020462 5378 113.0 3509 112.0 1869 116.0
4 89020463 5378 114.0 3509 113.0 1869 116.0
4 89020464 5378 115.0 3509 114.0 1869 117.0
4 89020465 5378 114.0 3509 113.0 1869 116.0
4 89020466 5378 116.0 3509 115.0 1869 117.0
4 89020467 5378 116.0 3509 116.0 1869 118.0
4 89020468 5378 118.0 3509 117.0 1869 119.0
4 89020469 5378 117.0 3509 117.0 1869 118.0
4 89020470 5378 119.0 3509 119.0 1869 119.0
4 89020471 5378 119.0 3509 119.0 1869 119.0
4 89020472 5378 119.0 3509 119.0 1869 120.0
4 89020473 5378 119.0 3509 119.0 1869 119.0
4 89020474 5378 120.0 3509 120.0 1869 120.0
4 89020475 5378 120.0 3509 120.0 1869 119.0
4 89020476 5378 120.0 3509 120.0 1869 120.0
4 89020477 5378 120.0 3509 120.0 1869 120.0
4 89020478 5378 119.0 3509 120.0 1869 119.0
4 89020479 5378 120.0 3509 121.0 1869 120.0
4 89020480 5378 120.0 3509 120.0 1869 119.0
4 89020481 5378 120.0 3509 120.0 1869 119.0
4 89020482 5378 119.0 3509 120.0 1869 118.0
4 89020483 5378 119.0 3509 120.0 1869 118.0
4 89020484 5378 119.0 3509 119.0 1869 117.0
4 89020485 5378 119.0 3509 119.0 1869 117.0
4 89020486 5378 118.0 3509 119.0 1869 117.0
4 89020487 5378 118.0 3509 119.0 1869 116.0
4 89020488 5378 118.0 3509 119.0 1869 117.0
4 89020489 5378 118.0 3509 119.0 1869 117.0
4 89020490 5378 118.0 3509 119.0 1869 116.0
4 89020491 5378 117.0 3509 118.0 1869 115.0
4 89020492 5378 116.0 3509 117.0 1869 114.0
4 89020493 5378 116.0 3509 118.0 1869 114.0
4 89020494 5378 115.0 3509 117.0 1869 113.0
4 89020495 5378 115.0 3509 117.0 1869 112.0
4 89020496 5378 114.0 3509 116.0 1869 112.0
4 89020497 5378 115.0 3509 117.0 1869 112.0
4 89020498 5378 115.0 3509 117.0 1869 112.0
4 89020499 5378 115.0 3509 117.0 1869 111.0
4 89020500 5378 114.0 3509 116.0 1869 111.0
4 89020501 5378 114.0 3509 116.0 1869 111.0
4 89020502 5378 115.0 3509 117.0 1869 111.0
4 89020503 5378 116.0 3509 118.0 1869 111.0
4 89020504 5378 115.0 3509 117.0 1869 110.0
4 89020505 5378 115.0 3509 118.0 1869 111.0
4 89020506 5378 115.0 3509 117.0 1869 110.0
4 89020507 5378 115.0 3509 118.0 1869 111.0
4 89020508 5379 116.0 3510 118.0 1869 111.0
4 89020509 5379 117.0 3510 120.0 1869 112.0
4 89020510 5379 117.0 3510 120.0 1869 112.0
4 89020511 5379 117.0 3510 120.0 1869 111.0
4 89020512 5379 116.0 3510 119.0 1869 111.0
4 89020513 5379 116.0 3510 118.0 1869 110.0
4 89020514 5379 116.0 3510 119.0 1869 110.0
4 89020515 5379 117.0 3510 120.0 1869 111.0
4 89020516 5379 115.0 3510 118.0 1869 110.0
4 89020517 5379 116.0 3510 119.0 1869 110.0
4 89020518 5379 116.0 3510 119.0 1869 110.0
4 89020519 5379 116.0 3510 119.0 1869 110.0
4 89020520 5379 116.0 3510 120.0 1869 110.0
4 89020521 5379 117.0 3510 120.0 1869 110.0
4 89020522 5379 116.0 3510 120.0 1869 110.0
4 89020523 5379 117.0 3510 120.0 1869 110.0
4 89020524 5379 116.0 3510 120.0 1869 110.0
4 89020525 5379 117.0 3510 121.0 1869 110.0
4 89020526 5379 118.0 3510 122.0 1869 111.0
4 89020527 5379 119.0 3510 123.0 1869 112.0
4 89020528 5379 120.0 3510 124.0 1869 112.0
4 89020529 5379 120.0 3510 124.0 1869 112.0
